,Animal Name,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,was_outcome_alive,Intake_Date_dt,Outcome_Date_dt,days_in_shelter
2114,HARU,BRN TABBY,LYNX PT,Male,2016-03-09,7.0,2018-03-09,NORMAL,OWNER SURRENDER,OTC,NO TIME,2018-03-10,"200 BLK MIRA MAR AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,1,2018-03-09,2018-03-10,1 days
2115,,BRN TABBY,WHITE,Male,2013-03-09,10.0,2018-03-09,ILL SEVERE,STRAY,FIELD,,2018-03-09,"LOCUST AVE / PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-03-09,2018-03-09,0 days
2116,,GRAY,,Male,2015-03-10,8.0,2018-03-10,NORMAL,STRAY,OTC,,2018-03-10,"LIME AVE / E HILL ST, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-03-10,2018-03-10,0 days
2117,,GRAY,WHITE,Female,2016-03-11,7.0,2018-03-11,NORMAL,STRAY,FIELD,,2018-03-14,"6900 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-03-11,2018-03-14,3 days
2118,,BLK SMOKE,,Male,2017-07-12,5.0,2018-03-12,NORMAL,STRAY,FIELD,,2018-03-15,"6400 BLK CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-03-12,2018-03-15,3 days
2119,,WHITE,,Unknown,2018-03-12,5.0,2018-03-12,UNDER AGE/WEIGHT,STRAY,AT SHELTER,,2018-03-14,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,1,2018-03-12,2018-03-14,2 days
2120,,WHITE,BLACK,Female,2015-03-18,8.0,2018-03-18,UNDER AGE/WEIGHT,STRAY,OTC,,2018-03-24,"2000 BLK E 11TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-03-18,2018-03-24,6 days
2121,,BLACK,WHITE,Male,2018-02-18,5.0,2018-03-18,UNDER AGE/WEIGHT,STRAY,OTC,,2018-03-24,"2000 BLK E 11TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-03-18,2018-03-24,6 days
2122,,GRAY,,Female,2017-12-18,5.0,2018-03-18,NORMAL,STRAY,OTC,,2018-03-21,"700 BLK JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,1,2018-03-18,2018-03-21,3 days
2123,*WARREN ROO,BRN TABBY,,Spayed,2017-03-20,6.0,2018-03-20,FRACTIOUS,STRAY,FIELD,,2018-03-31,"1700 CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-03-20,2018-03-31,11 days
2124,,BLACK,WHITE,Unknown,,,2018-03-21,FRACTIOUS,STRAY,FIELD,,2018-03-21,"3400 NORWALK BLVD, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2018-03-21,2018-03-21,0 days
2125,GOGO,GRAY,WHITE,Neutered,2016-02-24,7.0,2018-03-22,NORMAL,OWNER SURRENDER,OTC,OTHER PET,2018-03-23,"1600 BLK CLARK AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,1,2018-03-22,2018-03-23,1 days
2126,HASHBROWN,WHITE,ORANGE,Spayed,2016-03-23,7.0,2018-03-23,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2018-04-18,"1000 BLK E SAN ANTONIO DR, LONG BEACH, CA 90807",LONG BEACH,RESCUE,CATCOVE,1,2018-03-23,2018-04-18,26 days
2127,,BLACK,WHITE,Male,2016-03-23,7.0,2018-03-23,NORMAL,STRAY,OTC,,2018-03-26,"4TH ST / WALNUT AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,1,2018-03-23,2018-03-26,3 days
2128,,BLACK,,Male,2015-03-23,8.0,2018-03-23,NORMAL,STRAY,OTC,,2018-03-26,"4TH ST / WALNUT AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,1,2018-03-23,2018-03-26,3 days
2129,BLACKIE,BLACK,BROWN,Spayed,2011-03-24,12.0,2018-03-24,NORMAL,OWNER SURRENDER,OTC,,2018-04-17,"2900 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2018-03-24,2018-04-17,24 days
2130,,BRN TABBY,,Female,2018-03-10,5.0,2018-03-24,UNDER AGE/WEIGHT,STRAY,OTC,,2018-03-25,"6000 BLK E PAGENTRY ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLELION,1,2018-03-24,2018-03-25,1 days
2131,*ZUGSPITZE,WHITE,BLACK,Neutered,2015-03-25,8.0,2018-03-25,FRACTIOUS,STRAY,FIELD,,2018-03-31,"400 BLK E HULLETT ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-03-25,2018-03-31,6 days
2132,,BLACK,WHITE,Male,2018-02-28,5.0,2018-03-28,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-04-03,"900 BLK E 8TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,1,2018-03-28,2018-04-03,6 days
2133,,BLACK,WHITE,Male,2018-02-28,5.0,2018-03-28,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-04-03,"900 BLK E 8TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,1,2018-03-28,2018-04-03,6 days
2134,,TORTIE,,Unknown,2018-03-29,5.0,2018-03-27,NORMAL,STRAY,FIELD,,2018-03-30,"2300 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,1,2018-03-27,2018-03-30,3 days
2135,,GRAY TABBY,,Unknown,2018-03-29,5.0,2018-03-27,NORMAL,STRAY,FIELD,,2018-03-30,"2300 BLK BALTIC AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,1,2018-03-27,2018-03-30,3 days
2136,*GORE GORE,BRN TABBY,,Neutered,2013-03-31,10.0,2018-03-31,FRACTIOUS,STRAY,FIELD,,2018-04-06,"2500 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-03-31,2018-04-06,6 days
2137,,WHITE,BLACK,Female,2018-03-03,5.0,2018-03-31,UNDER AGE/WEIGHT,STRAY,OTC,,2018-03-31,"2200 E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLELION,1,2018-03-31,2018-03-31,0 days
2138,,GRAY TABBY,,Male,2018-03-03,5.0,2018-03-31,UNDER AGE/WEIGHT,STRAY,OTC,,2018-03-31,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-03-31,2018-03-31,0 days
2139,,BLACK,,Female,2018-02-27,5.0,2018-04-04,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-06,"1900 BLK E POINSETTIA ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-04-04,2018-04-06,2 days
2140,*AURA,GRAY TABBY,,Spayed,2017-04-05,6.0,2018-04-05,FRACTIOUS,STRAY,TRAP,,2018-04-14,"3600 BLK SENASAC AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,STRAYCATAL,1,2018-04-05,2018-04-14,9 days
2141,*CHEF TIM WARREN,ORG TABBY,,Neutered,2017-08-05,5.0,2018-04-05,NORMAL,STRAY,TRAP,,2018-04-18,"200 BLK E FORHAN ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-04-05,2018-04-18,13 days
2142,*GAVIN,BLACK,,Male,2017-04-06,6.0,2018-04-06,ILL MODERATETE,STRAY,FIELD,,2018-04-13,"5800 BLK CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,1,2018-04-06,2018-04-13,7 days
2143,,BLACK,,Female,2015-04-06,8.0,2018-04-06,ILL SEVERE,STRAY,FIELD,,2018-04-06,"200 BLK E 69TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-04-06,2018-04-06,0 days
2144,ASTERIA,TORTIE,,Female,2010-04-19,13.0,2018-04-06,ILL SEVERE,CONFISCATE,CRUELTY,,2018-08-25,"6500 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-04-06,2018-08-25,141 days
2145,MANGO,GRAY,GRAY TABBY,Neutered,2010-04-08,13.0,2018-04-07,NORMAL,STRAY,OTC,,2018-04-08,"600 BLK E ESPANITA ST, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,1,2018-04-07,2018-04-08,1 days
2146,,BLACK,WHITE,Male,2018-04-02,5.0,2018-04-08,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-08,"10300 BLK LASSEN ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,CATPAWS,1,2018-04-08,2018-04-08,0 days
2147,MIRIAH,BRN TABBY,,Female,2013-04-08,10.0,2018-04-08,NORMAL,STRAY,OTC,,2018-04-13,"20 BLK 69TH PL, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,1,2018-04-08,2018-04-13,5 days
2148,,GRAY TABBY,,Male,2017-10-09,5.0,2018-04-09,ILL SEVERE,STRAY,FIELD,,2018-04-09,"E 20TH ST / LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ENROUTE,0,2018-04-09,2018-04-09,0 days
2149,,ORG TABBY,,Unknown,2013-04-10,10.0,2018-04-10,ILL SEVERE,STRAY,FIELD,,2018-04-10,"1250 N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,AT VET,0,2018-04-10,2018-04-10,0 days
2150,,GRAY TABBY,,Female,2017-04-11,6.0,2018-04-11,NORMAL,STRAY,OTC,,2018-04-14,"2175 CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,1,2018-04-11,2018-04-14,3 days
2151,,BRN TABBY,,Female,2018-03-28,5.0,2018-04-12,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-12,"5000 BLK E EL PARQUE ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,1,2018-04-12,2018-04-12,0 days
2152,,BRN TABBY,,Unknown,2018-04-10,5.0,2018-04-09,UNDER AGE/WEIGHT,STRAY,AT SHELTER,,2018-04-20,"5500 BLK ORANGE AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-04-09,2018-04-20,11 days
2153,,BRN TABBY,,Male,2018-04-08,5.0,2018-04-06,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-04-17,"500 BLK ORANGE AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-04-06,2018-04-17,11 days
2154,,BRN TABBY,,Male,2018-04-08,5.0,2018-04-06,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-04-17,"500 BLK ORANGE AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-04-06,2018-04-17,11 days
2155,,BLACK,WHITE,Female,2018-04-07,5.0,2018-04-04,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-06-01,"2500 BLK GOLDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-04-04,2018-06-01,58 days
2156,,GRAY,,Female,2018-03-04,5.0,2018-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-14,"E HELLMAN ST /ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,1,2018-04-13,2018-04-14,1 days
2157,,BLACK,,Unknown,2018-04-13,5.0,2018-04-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-04-16,"300 BLK E 46TH ST, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-04-16,2018-04-16,0 days
2158,,BLACK,WHITE,Unknown,2018-04-16,5.0,2018-04-17,UNDER AGE/WEIGHT,STRAY,AT SHELTER,,2018-04-17,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,DIED,IN KENNEL,0,2018-04-17,2018-04-17,0 days
2159,,BLACK,,Male,2017-04-18,6.0,2018-04-18,ILL SEVERE,STRAY,FIELD,,2018-04-18,"1800 BLK PINE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2018-04-18,2018-04-18,0 days
2160,CHEDDARS,ORG TABBY,WHITE,Neutered,2015-04-18,8.0,2018-04-18,NORMAL,STRAY,OTC,,2018-10-11,"1000 OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2018-04-18,2018-10-11,176 days
2161,*DICKEL BURGERS,GRAY,WHITE,Neutered,2017-04-20,6.0,2018-04-20,INJURED  MILD,STRAY,FIELD,,2018-04-28,"6600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-04-20,2018-04-28,8 days
2162,,GRAY TABBY,,Male,2018-04-04,5.0,2018-04-22,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-24,"2000 BLK DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,1,2018-04-22,2018-04-24,2 days
2163,,BLACK,,Unknown,2018-04-20,5.0,2018-04-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-04-23,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-04-23,2018-04-23,0 days
2164,,BLACK,WHITE,Male,2018-04-03,5.0,2018-04-24,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-25,"3100 N PARK LN, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLELION,1,2018-04-24,2018-04-25,1 days
2165,,BRN TABBY,,Female,2018-04-11,5.0,2018-04-25,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-25,"6000 BLK HAMMOND AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,ZAZZYCAT,1,2018-04-25,2018-04-25,0 days
2166,LILY,TRICOLOR,,Spayed,2013-04-25,10.0,2018-04-25,ILL SEVERE,OWNER SURRENDER,OTC,,2018-08-27,"360 FREEMAN AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2018-04-25,2018-08-27,124 days
2167,,BLACK,,Male,2018-04-04,5.0,2018-04-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-04-28,"3800 BLK SAN ANSELINE AVE, LONG BEAQCH, CA 90808",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-04-25,2018-04-28,3 days
2168,*EARWIN,BRN TABBY,,Male,2018-04-04,5.0,2018-04-25,UNDER AGE/WEIGHT,STRAY,OTC,,2018-07-04,"SOUTH ST / CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-04-25,2018-07-04,70 days
2169,,WHITE,BRN TABBY,Female,2011-04-26,12.0,2018-04-26,INJURED  MILD,STRAY,FIELD,,2018-04-26,"1400 BLK E 9TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2018-04-26,2018-04-26,0 days
2170,*GRAPE JELLY,BLACK,WHITE,Neutered,2015-04-27,8.0,2018-04-27,NORMAL,STRAY,TRAP,,2018-05-04,"1400 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-04-27,2018-05-04,7 days
2171,*LURTZ,WHITE,BLACK,Neutered,2014-04-28,9.0,2018-04-28,NORMAL,STRAY,TRAP,,2018-05-13,"3000 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-04-28,2018-05-13,15 days
2172,,BROWN,WHITE,Male,2018-03-19,5.0,2018-04-28,UNDER AGE/WEIGHT,STRAY,OTC,,2018-04-29,"GUNDRY AVE / E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-04-28,2018-04-29,1 days
2173,*CHRISTOPHER,WHITE,GRAY,Male,2018-01-01,5.0,2018-04-29,NORMAL,STRAY,OTC,,2018-07-27,"N BELLFLOWER BLVD / E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,CATPAWS,1,2018-04-29,2018-07-27,89 days
2174,,GRAY TABBY,,Unknown,2018-04-01,5.0,2018-05-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-05-05,"100 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-01,2018-05-05,4 days
2175,,GRAY,,Male,2018-03-26,5.0,2018-05-01,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-05,"7000 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-01,2018-05-05,4 days
2176,,CALICO TAB,,Female,2018-03-26,5.0,2018-05-01,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-05,"7000 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-01,2018-05-05,4 days
2177,,BRN TABBY,WHITE,Female,2017-12-02,5.0,2018-05-02,NORMAL,STRAY,OTC,,2018-05-05,"5800 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-05-02,2018-05-05,3 days
2178,,BLACK,WHITE,Female,2018-04-02,5.0,2018-05-02,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-04,"700 BLK GINGER DR, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2018-05-02,2018-05-04,2 days
2179,,CREAM,WHITE,Male,2018-04-02,5.0,2018-05-02,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-03,"3400 LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,RESCUE,CATPAWS,1,2018-05-02,2018-05-03,1 days
2180,CHEDDAR,ORG TABBY,WHITE,Neutered,2011-05-03,12.0,2018-05-03,NORMAL,STRAY,FIELD,,2018-05-03,"1100 TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,1,2018-05-03,2018-05-03,0 days
2181,*JAMMY,BRN TABBY,,Spayed,2014-05-03,9.0,2018-05-03,FRACTIOUS,STRAY,TRAP,,2018-05-22,"3300 BLK PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-03,2018-05-22,19 days
2182,*HARLEY,BRN TABBY,,Female,,,2018-05-04,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-05-12,"5800 BLK FALCON AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,1,2018-05-04,2018-05-12,8 days
2183,COFFEE,TORTIE,,Female,2016-05-04,7.0,2018-05-04,NORMAL,OWNER SURRENDER,OTC,ESCAPES,2018-05-08,"CARFAX AVE / TEVIS AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-04,2018-05-08,4 days
2184,,BLACK,WHITE,Male,2018-04-20,5.0,2018-05-05,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-05,"1900 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-05-05,2018-05-05,0 days
2185,*LEATHER,ORG TABBY,,Neutered,2015-05-06,8.0,2018-05-06,NORMAL,STRAY,TRAP,,2018-05-17,"300 BLK E FORHAN AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-06,2018-05-17,11 days
2186,,WHITE,BLACK,Unknown,2014-05-08,9.0,2018-05-08,INJURED  SEVERE,STRAY,FIELD,,2018-05-10,"7500 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2018-05-08,2018-05-10,2 days
2187,*DAISY,BRN TABBY,WHITE,Spayed,2017-05-09,6.0,2018-05-09,FRACTIOUS,STRAY,OTC,,2018-05-22,"3900 LEES AVE, LONG BEACH, CA 90808",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-09,2018-05-22,13 days
2188,,GRAY,,Male,2018-04-09,5.0,2018-05-09,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-10,"1800 BLK LEWIS AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,1,2018-05-09,2018-05-10,1 days
2189,,BLACK,,Female,2018-03-26,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-12,INGLEWOOD,OUT OF AREA,TRANSFER,SPCALA,1,2018-05-10,2018-05-12,2 days
2190,,BLACK,,Male,2018-04-10,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,TRAP,,2018-06-06,"5000 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,1,2018-05-10,2018-06-06,27 days
2191,*SPADE,GRAY,,Neutered,2015-05-10,8.0,2018-05-10,ILL MILD,STRAY,TRAP,,2018-05-17,"1400 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-10,2018-05-17,7 days
2192,,BLACK,WHITE,Female,2018-04-10,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-18,"E 59TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-05-10,2018-05-18,8 days
2193,,BLACK,WHITE,Female,2018-04-10,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-18,"E 59TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2018-05-10,2018-05-18,8 days
2194,,BRN TABBY,WHITE,Male,2018-04-10,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-12,"E 59TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-10,2018-05-12,2 days
2195,,GRAY,WHITE,Male,2018-04-10,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-12,"E 59TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-10,2018-05-12,2 days
2196,,BLACK,WHITE,Male,2018-05-03,5.0,2018-05-10,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-10,"E 59TH ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-05-10,2018-05-10,0 days
2197,ARIES,ORG TABBY,,Male,2016-05-10,7.0,2018-05-10,NORMAL,OWNER SURRENDER,OTC,MOVE,2018-05-11,"300 BLK CARROLL PARK W, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,1,2018-05-10,2018-05-11,1 days
2198,,ORG TABBY,,Male,2018-04-20,5.0,2018-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-12,"5700 BLK E CONANT ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-11,2018-05-12,1 days
2199,,BRN TABBY,WHITE,Female,2018-04-12,5.0,2018-05-12,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-13,"3100 LOCUST AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLELION,1,2018-05-12,2018-05-13,1 days
2200,,BLACK,WHITE,Female,2018-04-15,5.0,2018-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2018-06-08,"E 10TH ST / FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-13,2018-06-08,26 days
2201,*ELEGANCE,BLACK,,Spayed,2017-05-15,6.0,2018-05-15,NORMAL,STRAY,TRAP,,2018-06-12,"300 BLK E 19TH ST, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-15,2018-06-12,28 days
2202,,ORG TABBY,WHITE,Male,2018-04-16,5.0,2018-05-16,INJURED  MODERATE,STRAY,FIELD,,2018-05-17,"360 ATLANTIC AVE, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2018-05-16,2018-05-17,1 days
2203,,BLACK,WHITE,Unknown,2018-04-13,5.0,2018-05-16,FRACTIOUS,STRAY,OTC,,2018-06-01,"13000 BLK BIGELOW ST, CERRITOS, CA 90703",CERRITOS,RESCUE,FNDANIFOUN,1,2018-05-16,2018-06-01,16 days
2204,,ORG TABBY,,Female,2018-04-16,5.0,2018-05-16,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-17,"1700 BLK E HUNGERFORD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,1,2018-05-16,2018-05-17,1 days
2205,*CHEF GUARNASCHELLI,BRN TABBY,WHITE,Spayed,2013-05-16,9.0,2018-05-16,FRACTIOUS,STRAY,TRAP,,2018-05-31,"10700 BLK REVA PL, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-16,2018-05-31,15 days
2206,,BLACK,WHITE,Male,2018-04-13,5.0,2018-05-16,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-17,"5500 BLK LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,1,2018-05-16,2018-05-17,1 days
2207,,BRN TABBY,,Male,2018-04-26,5.0,2018-05-17,UNDER AGE/WEIGHT,STRAY,OTC,,2018-05-17,"2200 BLK N LAKEWOOD BLVD, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL MODERA,0,2018-05-17,2018-05-17,0 days
2208,*WILLA REAPER,TORTIE,,Spayed,,,2018-05-17,FRACTIOUS,STRAY,FIELD,,2018-05-31,"13200 PALM PL, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-17,2018-05-31,14 days
2209,*RONALD,BLACK,,Neutered,2015-05-17,7.0,2018-05-17,NORMAL,STRAY,OTC,,2018-06-12,"1640 E FLORIDA ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2018-05-17,2018-06-12,26 days
2210,,BLACK,,Unknown,2018-05-08,5.0,2018-05-17,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-05-17,"1500 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2018-05-17,2018-05-17,0 days
2211,,ORG TABBY,,Male,2018-04-18,5.0,2018-05-18,UNDER AGE/WEIGHT,STRAY,OTC,,2018-06-01,"4400 SUNFIELD AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,FNDANIFOUN,1,2018-05-18,2018-06-01,14 days
