Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A630497,EVA,CAT,BROWN,,Female,,,7/24/2019,NORMAL,OWNER SURRENDER,OTC,MOVE,7/24/2019,"19000 IBEX AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A630532,*JAE,CAT,BLACK,GRAY,Spayed,3/24/2019,4,7/24/2019,NORMAL,STRAY,OTC,,8/16/2019,"800 BLK E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A630533,,CAT,BLACK,,Male,6/18/2019,3,7/24/2019,UNDER AGE/WEIGHT,STRAY,OTC,,7/25/2019,"LINCOLN AVE / BLOOMFIELD AVE, CYPRESS, CA 90630",OUT OF AREA,ADOPTION,REPEAT ADT,Alive on Intake,FALSE,1
A630556,,CAT,GRAY,,Female,7/2/2019,3,7/24/2019,UNDER AGE/WEIGHT,STRAY,OTC,,7/25/2019,"3800 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A630644,A630644*PATTY,CAT,SEAL PT,,Spayed,7/26/2017,5,7/26/2019,FRACTIOUS,STRAY,OTC,,8/2/2019,"2300 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A630659,,CAT,ORG TABBY,,Male,7/9/2019,3,7/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/1/2019,"1700 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A630661,,CAT,ORG TABBY,,Male,7/9/2019,3,7/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/1/2019,"1700 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A630713,,CAT,BLACK,,Female,6/20/2019,3,7/27/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/2/2019,"2000 BLK W 17TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A630728,*WADE,CAT,BLK TABBY,,Male,6/6/2019,3,7/27/2019,NORMAL,STRAY,FIELD,,8/6/2019,"600 QUEENSWAY DR, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A630776,,CAT,BLACK,WHITE,Female,7/22/2019,3,7/28/2019,UNDER AGE/WEIGHT,STRAY,OTC,,7/28/2019,"3000 BLK LINDEN AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,PG CAT RES,Alive on Intake,FALSE,1
A630929,,CAT,GRAY TABBY,,Unknown,7/30/2014,8,7/30/2019,INJURED  SEVERE,STRAY,FIELD,,7/31/2019,"3200 BLK N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A630933,,CAT,BLACK,WHITE,Unknown,7/30/2019,3,7/30/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,7/30/2019,"1700 BLK N LIBERTY CT, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A630973,GREY FOX,CAT,GRAY,,Spayed,7/31/2014,8,7/31/2019,NORMAL,OWNER SURRENDER,OTC,MOVE,1/3/2020,"6300 E PAGEANTRY ST, LONG BEACH, CA 90808",DISTRICT5,TRANSPORT,OTHER RESC,Alive on Intake,FALSE,1
A630993,,CAT,CALICO,,Female,7/1/2019,3,7/31/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/2/2019,"2800 BLK CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A630995,JINGLE BELLS,CAT,BROWN,,Female,7/31/2018,4,7/31/2019,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,8/5/2019,"2200 BLK SEA RIDGE DR, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A631037,,CAT,BRN TABBY,,Male,6/25/2019,3,8/1/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/14/2019,"1600 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631084,*DONUT,CAT,BRN TABBY,,Female,8/1/2017,5,8/1/2019,NORMAL,STRAY,TRAP,,7/10/2022,"PINE AVE / E BIXBY RD, LONG BEACH, CA 90807",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A631108,MATEO,CAT,BRN TABBY,,Neutered,8/2/2017,5,8/2/2019,NORMAL,STRAY,OTC,,8/31/2019,"40 BLK LA LINDA DR, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A631130,*DANCER,CAT,BRN TABBY,,Neutered,7/27/2019,3,8/2/2019,NORMAL,STRAY,OTC,,12/26/2019,"1000 BLK MYRTLE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSPORT,OTHER SHEL,Alive on Intake,FALSE,1
A631151,*TABITHA,CAT,BRN TABBY,WHITE,Female,8/3/2017,5,8/3/2019,NORMAL,STRAY,TRAP,,8/23/2019,"300 BLK E FORHAN ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A631164,MATILDA,CAT,BLACK,WHITE,Spayed,4/11/2019,4,8/3/2019,NORMAL,OWNER SURRENDER,OTC,,9/5/2019,"3700 E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631281,,CAT,BRN TABBY,WHITE,Unknown,7/24/2019,3,8/4/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/7/2019,"6155 CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A631381,,CAT,ORG TABBY,,Male,7/6/2019,3,8/6/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/7/2019,"200 BLK E BURNETT ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A631400,A631400*TRACY,CAT,BRN TABBY,,Spayed,8/7/2017,5,8/7/2019,NORMAL,STRAY,TRAP,,8/14/2019,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A631422,,CAT,GRAY,WHITE,Female,7/7/2019,3,8/7/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/7/2019,"3200 DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A631424,,CAT,GRAY,,Female,7/7/2019,3,8/7/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/7/2019,"3200 DAISY AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A631433,,CAT,BLACK,,Unknown,,,7/13/2019,NORMAL,STRAY,OTC,,8/6/2019,"128 E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631472,,CAT,BLACK,,Unknown,8/4/2019,3,8/4/2019,UNDER AGE/WEIGHT,STRAY,TRAP,,8/8/2019,"13300 BLK DEL MONTE DR, SEAL BEACH, CA 90740",SEAL BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A631481,,CAT,WHITE,BLACK,Unknown,8/4/2019,3,8/4/2019,UNDER AGE/WEIGHT,STRAY,TRAP,,8/15/2019,"13300 BLK DEL MONTE DR, SEAL BEACH, CA 90740",SEAL BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A631486,COCO,CAT,GRAY TABBY,,Spayed,6/23/2019,3,8/8/2019,NORMAL,STRAY,OTC,,12/18/2019,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",DISTRICT8,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A631487,*HOLMES,CAT,BLACK,WHITE,Male,4/8/2019,4,8/8/2019,FRACTIOUS,STRAY,OTC,,11/1/2019,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631531,,CAT,GRAY TABBY,,Female,3/8/2019,4,8/8/2019,INJURED  SEVERE,STRAY,FIELD,,8/8/2019,"2500 BLK ORANGE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A631581,CASEY,CAT,ORG TABBY,,Spayed,6/9/2019,3,8/9/2019,FRACTIOUS,STRAY,OTC,,10/23/2019,"4100 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A631584,SHERRY,CAT,SLVR TABBY,BLACK,Spayed,8/9/2016,6,8/9/2019,NORMAL,OWNER SURRENDER,OTC,,11/23/2019,"300 MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A631593,,CAT,BRN TABBY,WHITE,Male,6/9/2019,3,8/9/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/16/2019,"3500 BLK LINDEN AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A631609,*CUPID,CAT,ORG TABBY,WHITE,Neutered,8/9/2019,3,8/8/2019,NORMAL,STRAY,OTC,,12/22/2019,"BLOOMFIELD AVE / ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631619,PISHEE,CAT,ORG TABBY,WHITE,Neutered,6/9/2019,3,1/21/2023,ILL MILD,OWNER SURRENDER,OTC,,1/21/2023,"6800 BLK E. BELICE ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A631619,PISHEE,CAT,ORG TABBY,WHITE,Neutered,6/9/2019,3,8/9/2019,NORMAL,STRAY,OTC,,8/17/2019,"3300 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631655,*JOYCE,CAT,CALICO,WHITE,Spayed,3/10/2019,4,8/10/2019,NORMAL,STRAY,OTC,,9/6/2019,"ATLANTIC AVE / E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631698,*PRESLEY,CAT,BLACK,WHITE,Female,8/11/2018,4,8/11/2019,NORMAL,STRAY,OTC,,8/15/2019,"2500 FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631702,,CAT,BLACK,WHITE,Male,8/5/2019,3,8/11/2019,NORMAL,STRAY,OTC,,8/15/2019,"2500 FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631709,,CAT,WHITE,TAN,Male,7/21/2019,3,8/11/2019,INJURED  SEVERE,STRAY,OTC,,8/11/2019,"300 BLK LONG BEACH BLVD, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A631914,,CAT,BRN TABBY,,Female,7/24/2019,3,8/14/2019,UNDER AGE/WEIGHT,STRAY,OTC,,10/7/2019,"1700 E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631916,,CAT,ORG TABBY,,Male,7/24/2019,3,8/14/2019,UNDER AGE/WEIGHT,STRAY,OTC,,10/7/2019,"1700 E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A631944,*PHOENIX,CAT,ORG TABBY,WHITE,Spayed,6/14/2019,3,8/14/2019,NORMAL,STRAY,OTC,,10/24/2019,"2400 BLK ROSE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PROMOTION,Alive on Intake,FALSE,1
A631945,*MALBEC,CAT,ORG TABBY,,Neutered,6/14/2019,3,8/14/2019,NORMAL,STRAY,OTC,,11/2/2019,"2400 BLK ROSE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631946,,CAT,BRN TABBY,,Unknown,8/7/2019,3,8/14/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/14/2019,"2400 BLK ROSE AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A631969,,CAT,GRAY,,Female,6/20/2019,3,8/14/2019,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,LANDLORD,8/16/2019,"1800 BLK FASHION AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632054,JOGZ,CAT,BLACK,,Female,8/16/2009,13,8/16/2019,NORMAL,OWNER SURRENDER,OTC,UNKNOWN,8/16/2019,"1800 E WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632055,A632055*PACE,CAT,BRN TABBY,,Neutered,8/16/2017,5,8/16/2019,ILL MODERATETE,STRAY,FIELD,,9/21/2019,"2900 BLK GALE AVE, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632069,*LATTE,CAT,BRN TABBY,,Female,8/16/2018,4,8/16/2019,NORMAL,STRAY,OTC,,8/21/2019,"216 W VICTORIA ST, GARDENA, CA 90248",OUT OF AREA,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632070,,CAT,BRN TABBY,WHITE,Female,7/26/2019,3,8/16/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/16/2019,"1000 REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A632077,,CAT,TAN,,Male,8/1/2019,3,8/16/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/30/2019,"1300 BLK PETERSON AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632107,,CAT,BLACK,WHITE,Female,7/17/2019,3,8/17/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/17/2019,"2800 PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632108,,CAT,GRAY,WHITE,Female,7/17/2019,3,8/17/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/17/2019,"2800 PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632123,A632123*BEN,CAT,GRAY,WHITE,Neutered,8/17/2016,6,8/17/2019,FRACTIOUS,STRAY,OTC,,9/12/2019,"900 BLK APPLETON ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632135,,CAT,GRAY,,Female,7/17/2019,3,8/17/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/23/2019,"CHERRY AVE / 63RD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632149,,CAT,BLACK,,Male,6/17/2019,3,8/17/2019,NORMAL,STRAY,OTC,,8/21/2019,"3300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A632182,*DODGER,CAT,FLAME PT,,Neutered,8/18/2015,7,8/18/2019,NORMAL,STRAY,OTC,,12/20/2019,"400 E BLK POPPY ST, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A632184,A632184*DAISY,CAT,BLACK,WHITE,Spayed,8/18/2017,5,8/18/2019,FRACTIOUS,STRAY,OTC,,10/1/2019,"1800 BLK ROSE AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632236,PALINDROME,CAT,BRN TABBY,,Male,8/17/2019,3,8/18/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/18/2019,"10700 SOUTH ST, LONG BEACH, CA 90703",CERRITOS,TRANSFER,OTHER RESC,Alive on Intake,FALSE,1
A632322,,CAT,BLACK,,Female,8/21/2009,13,8/21/2019,ILL SEVERE,STRAY,FIELD,,8/22/2019,"2200 BLK ARGONNE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A632328,A632328*BARBIE,CAT,CALICO,,Spayed,5/21/2019,3,8/21/2019,NORMAL,STRAY,OTC,,9/13/2019,"3300 DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632336,*THEODORE,CAT,BRN TABBY,WHITE,Male,8/21/2010,12,8/21/2019,NORMAL,STRAY,OTC,,1/5/2020,"E WILLOW ST / N STUDEBAKER RD, LONG BEACH, CA 90815",DISTRICT5,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632342,*FELIX,CAT,BLACK,,Neutered,7/18/2019,3,8/21/2019,UNDER AGE/WEIGHT,STRAY,OTC,,12/19/2019,"1300 E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A632355,*HARRY,CAT,GRAY,,Male,6/21/2019,3,8/21/2019,NORMAL,STRAY,OTC,,9/7/2019,"3500 KEMBLE AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632370,,CAT,WHITE,,Unknown,8/18/2019,3,8/22/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/22/2019,"1000 BLK FREEMAN AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A632371,GARFIELD,CAT,ORG TABBY,,Male,8/22/2016,6,8/22/2019,NORMAL,STRAY,FIELD,,8/24/2019,"1500 BLK N STANTON PL, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A632371,GARFIELD,CAT,ORG TABBY,,Male,8/22/2016,6,3/19/2020,INJURED  MODERATE,STRAY,OTC,,3/19/2020,"2200 BLK E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,MICROCHIP,Alive on Intake,FALSE,1
A632376,,CAT,BLACK,WHITE,Unknown,7/22/2019,3,8/22/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,8/23/2019,"2200 BLK E CARSON ST, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632410,PUFF,CAT,GRAY,,Spayed,7/7/2019,3,8/22/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/25/2019,"2000 BLK CHERRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A632471,A632471*JENNA,CAT,GRAY TABBY,WHITE,Spayed,8/24/2018,4,8/24/2019,FRACTIOUS,STRAY,OTC,,9/5/2019,"900 BLK W CHESTER PL, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632478,*KATRINA,CAT,TORTIE DIL,GRAY,Spayed,8/24/2016,6,8/24/2019,NORMAL,STRAY,OTC,,10/19/2019,"E SPRING ST / LOS COYOTES DIAGONAL, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A632484,,CAT,BLACK,,Male,8/24/2016,6,8/24/2019,INJURED  SEVERE,STRAY,FIELD,,8/24/2019,"1400 BLK GUNDRY AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A632507,,CAT,GRAY,WHITE,Male,7/24/2019,3,8/24/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/29/2019,"DEL AMO BLVD / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A632511,HANKIE,CAT,BLACK,WHITE,Male,8/24/2011,11,8/24/2019,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,11/21/2019,"2000 BLK PINE AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A632566,,CAT,BLACK,WHITE,Male,7/19/2019,3,8/25/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,9/4/2019,"LOCUST AVE / E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632667,,CAT,ORG TABBY,,Unknown,8/27/2019,3,8/28/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/28/2019,"21723 VIOLETA  AVE, HAWAIIAN GARDENS, CA 90716",OUT OF AREA,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A632709,,CAT,GRAY,WHITE,Female,7/28/2019,3,8/28/2019,UNDER AGE/WEIGHT,STRAY,OTC,,8/30/2019,"1000 E HELLMAN ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A632790,*SAMMY,CAT,BRN TABBY,WHITE,Neutered,8/30/2015,7,8/30/2019,NORMAL,STRAY,OTC,,11/21/2019,"1200 E 2ND ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A632794,,CAT,BRN TABBY,,Male,6/15/2019,3,8/30/2019,FRACTIOUS,STRAY,TRAP,,9/15/2019,"12600 BEACH AVE, CERRITOS, CA 90703",CERRITOS,DIED,IN KENNEL,Alive on Intake,TRUE,0
A632808,KAREEM,CAT,ORANGE,WHITE,Neutered,8/30/2017,5,8/30/2019,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,12/13/2019,"6000 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A632859,,CAT,BLACK,WHITE,Male,8/29/2019,3,8/31/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/1/2019,"12000 BLK E CARSON ST, HAWAIIAN GARDENS, CA 90716",LA COUNTY,TRANSPORT,OTHER RESC,Alive on Intake,FALSE,1
A632902,,CAT,BLACK,,Female,8/25/2019,3,9/1/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/1/2019,"E SPRING ST / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A632911,A632911*TALLY,CAT,BRN TABBY,WHITE,Spayed,9/1/2017,5,3/5/2023,ILL SEVERE,STRAY,OTC,,3/5/2023,6000 BLK GAVIOTA LB CA 90805,LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A632913,RATON,CAT,BLACK,WHITE,Neutered,8/11/2019,3,9/1/2019,UNDER AGE/WEIGHT,STRAY,OTC,,12/8/2019,"30 BLK E 69TH WAY, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A632977,,CAT,BLACK,WHITE,Male,8/27/2019,3,9/3/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/4/2019,"500 BLK E 16TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A633034,,CAT,TAN,BROWN,Female,9/4/2010,12,9/4/2019,ILL MODERATETE,STRAY,FIELD,,9/6/2019,"3595 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A633053,,CAT,WHITE,GRAY,Male,8/27/2019,3,9/5/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/5/2019,"10700 BLK LOS VAQUEROS CIR, LOS ALAMIOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A633055,,CAT,FLAME PT,,Male,8/27/2019,3,9/5/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/5/2019,"10700 BLK LOS VAQUEROS CIR, LOS ALAMIOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A633067,*VALERIE,CAT,GRAY TABBY,,Spayed,7/5/2019,3,9/5/2019,NORMAL,STRAY,OTC,,11/13/2019,"400 BLK E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A633069,,CAT,BLACK,,Female,,,9/5/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/5/2019,"6475 ATLANTIC AVE 44, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A633095,,CAT,TORTIE,,Female,8/5/2019,3,9/5/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,9/6/2019,"3700 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A633219,,CAT,TORTIE,,Female,8/18/2019,3,9/8/2019,UNDER AGE/WEIGHT,STRAY,OTC,,9/10/2019,"1400 BLK E 53RD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A633220,JAX,CAT,BLACK,WHITE,Neutered,7/8/2019,3,9/8/2019,NORMAL,STRAY,OTC,,1/4/2020,"1400 E 17TH ST, LONG BEACH, CA 90813",DISTRICT4,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A633221,*ARIEL,CAT,BLACK,WHITE,Female,7/8/2019,3,9/8/2019,NORMAL,STRAY,OTC,,9/16/2019,"1400 E 17TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A633222,A633222*PATCH,CAT,TORTIE,,Spayed,9/8/2016,6,9/8/2019,NORMAL,STRAY,OTC,,10/2/2019,"1500 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A633226,A633226,CAT,ORG TABBY,,Neutered,4/23/2019,4,9/8/2019,NORMAL,STRAY,OTC,,10/26/2019,"1400 BLK E. 17TH ST. LB, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A633227,*SNOWWHITE,CAT,CALICO,BLACK,Female,7/8/2019,3,9/8/2019,NORMAL,STRAY,OTC,,9/16/2019,"1400 E 17TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A633255,*JOSEPHINE,CAT,BRN TABBY,,Spayed,6/8/2019,3,9/8/2019,NORMAL,STRAY,FIELD,,12/20/2019,"5200 E 2ND ST, LONG BEACH, CA 90803",DISTRICT3,TRANSFER,SPCALA,Alive on Intake,FALSE,1
